Sales_Order_Document,Sales_Organization,Article,Size_Grid_Value,Requested_Delivery_Date,Sales_Order_Qty
33359685995601,417600,F503035,560,02-06-2021,1
33359685995801,417600,F503035,580,02-06-2021,1
33359685996001,417600,F503035,600,02-06-2021,1
33359685996201,417600,F503035,620,02-06-2021,1
33359685996401,417600,F503035,640,02-06-2021,1
33359685996601,417600,F503035,660,02-06-2021,1
33359685996801,417600,F503035,680,02-06-2021,1
33359708975401,417600,F503035,540,16-07-2021,3
33359708975601,417600,F503035,560,16-07-2021,4
33359708975801,417600,F503035,580,16-07-2021,12
33359708976001,417600,F503035,600,16-07-2021,16
33359708976201,417600,F503035,620,16-07-2021,25
33359708976401,417600,F503035,640,16-07-2021,25
33359708976601,417600,F503035,660,16-07-2021,25
33359708976801,417600,F503035,680,16-07-2021,25
33359708977001,417600,F503035,700,16-07-2021,11
33359708977201,417600,F503035,720,16-07-2021,4
33359717945601,417600,F503035,560,02-06-2021,1
33359717945801,417600,F503035,580,02-06-2021,2
33359717946001,417600,F503035,600,02-06-2021,1
33359717946201,417600,F503035,620,02-06-2021,1
33359717946401,417600,F503035,640,02-06-2021,2
33359717946601,417600,F503035,660,02-06-2021,2
33359717946801,417600,F503035,680,02-06-2021,1
33359717947001,417600,F503035,700,02-06-2021,1
33359717947201,417600,F503035,720,02-06-2021,1
33359721185401,417600,F503035,540,02-06-2021,1
33359721185601,417600,F503035,560,02-06-2021,1
33359721185801,417600,F503035,580,02-06-2021,2
33359721186001,417600,F503035,600,02-06-2021,2
33359721186201,417600,F503035,620,02-06-2021,3
33359721186401,417600,F503035,640,02-06-2021,3
33359721186601,417600,F503035,660,02-06-2021,3
33359721186801,417600,F503035,680,02-06-2021,2
33359721187001,417600,F503035,700,02-06-2021,1
33359721187201,417600,F503035,720,02-06-2021,1
33359721245401,417600,F503035,540,01-06-2021,3
33359721245601,417600,F503035,560,01-06-2021,8
33359721245801,417600,F503035,580,01-06-2021,8
33359721246001,417600,F503035,600,01-06-2021,10
33359721246201,417600,F503035,620,01-06-2021,15
33359721246401,417600,F503035,640,01-06-2021,15
33359721246601,417600,F503035,660,01-06-2021,15
33359721246801,417600,F503035,680,01-06-2021,12
33359721247001,417600,F503035,700,01-06-2021,6
33359721247201,417600,F503035,720,01-06-2021,2
33359751125401,417600,F503035,540,01-07-2021,20
33359751125601,417600,F503035,560,01-07-2021,25
33359751125801,417600,F503035,580,01-07-2021,25
33359751126001,417600,F503035,600,01-07-2021,30
33359751126201,417600,F503035,620,01-07-2021,35
33359751126401,417600,F503035,640,01-07-2021,45
33359751126601,417600,F503035,660,01-07-2021,45
33359751126801,417600,F503035,680,01-07-2021,45
33359751127001,417600,F503035,700,01-07-2021,25
33359751127201,417600,F503035,720,01-07-2021,10
33359760965601,417600,F503035,560,16-07-2021,3
33359760965801,417600,F503035,580,16-07-2021,5
33359760966001,417600,F503035,600,16-07-2021,5
33359760966201,417600,F503035,620,16-07-2021,10
33359760966401,417600,F503035,640,16-07-2021,15
33359760966601,417600,F503035,660,16-07-2021,15
33359760966801,417600,F503035,680,16-07-2021,15
33359760967001,417600,F503035,700,16-07-2021,10
33359760967201,417600,F503035,720,16-07-2021,5
33359791205801,417600,F503035,580,01-07-2021,210
33359791206001,417600,F503035,600,01-07-2021,210
33359791206201,417600,F503035,620,01-07-2021,210
33359791206401,417600,F503035,640,01-07-2021,210
33359791206601,417600,F503035,660,01-07-2021,210
33359887836001,417600,F503035,600,16-07-2021,1
33359887836201,417600,F503035,620,16-07-2021,1
33359887836401,417600,F503035,640,16-07-2021,2
33359887836601,417600,F503035,660,16-07-2021,2
33359887836801,417600,F503035,680,16-07-2021,1
33359887837001,417600,F503035,700,16-07-2021,1
33359915675601,417600,F503035,560,25-10-2021,1
33359915675801,417600,F503035,580,25-10-2021,1
33359915676001,417600,F503035,600,25-10-2021,2
33359915676201,417600,F503035,620,25-10-2021,2
33359915676401,417600,F503035,640,25-10-2021,2
33359915676601,417600,F503035,660,25-10-2021,1
33359915676801,417600,F503035,680,25-10-2021,1
33359915677001,417600,F503035,700,25-10-2021,1
33359915677201,417600,F503035,720,25-10-2021,1
33359924166201,417600,F503035,620,23-08-2021,1
33359924166401,417600,F503035,640,23-08-2021,1
33359924166601,417600,F503035,660,23-08-2021,1
33359924166801,417600,F503035,680,23-08-2021,1
33359924167001,417600,F503035,700,23-08-2021,1
33359924286201,417600,F503035,620,23-08-2021,1
33359924286401,417600,F503035,640,23-08-2021,1
33359924286601,417600,F503035,660,23-08-2021,1
33359924286801,417600,F503035,680,23-08-2021,1
33359924287001,417600,F503035,700,23-08-2021,1
33359995745201,417600,G11T1T6,520,01-07-2021,2
33359995745401,417600,G11T1T6,540,01-07-2021,2
33359995745601,417600,G11T1T6,560,01-07-2021,2
33359995745701,417600,G11T1T6,570,01-07-2021,2
33360043865601,417600,F503035,560,20-07-2021,1
33360043865801,417600,F503035,580,20-07-2021,1
33360043866001,417600,F503035,600,20-07-2021,1
33360043866201,417600,F503035,620,20-07-2021,1
33360043866401,417600,F503035,640,20-07-2021,1
33360043866601,417600,F503035,660,20-07-2021,1
33360043866801,417600,F503035,680,20-07-2021,1
33360043896001,417600,F503035,600,16-08-2021,1
33360043896201,417600,F503035,620,16-08-2021,1
33360043896401,417600,F503035,640,16-08-2021,1
33360043896601,417600,F503035,660,16-08-2021,1
33360046865601,417600,F503035,560,02-06-2021,1
33360046865801,417600,F503035,580,02-06-2021,1
33360046866001,417600,F503035,600,02-06-2021,2
33360046866201,417600,F503035,620,02-06-2021,2
33360046866401,417600,F503035,640,02-06-2021,3
33360046866601,417600,F503035,660,02-06-2021,2
33360046866801,417600,F503035,680,02-06-2021,1
33360046867001,417600,F503035,700,02-06-2021,1
33360086825801,417600,F503035,580,16-07-2021,2
33360086826001,417600,F503035,600,16-07-2021,3
33360086826201,417600,F503035,620,16-07-2021,3
33360086826401,417600,F503035,640,16-07-2021,3
33360086826601,417600,F503035,660,16-07-2021,3
33360086826801,417600,F503035,680,16-07-2021,3
33360086827001,417600,F503035,700,16-07-2021,3
33360086827201,417600,F503035,720,16-07-2021,3
33360089675601,417600,F503035,560,02-06-2021,1
33360089675801,417600,F503035,580,02-06-2021,1
33360089676001,417600,F503035,600,02-06-2021,1
33360089676201,417600,F503035,620,02-06-2021,2
33360089676401,417600,F503035,640,02-06-2021,3
33360089676601,417600,F503035,660,02-06-2021,2
33360089676801,417600,F503035,680,02-06-2021,2
33360089677001,417600,F503035,700,02-06-2021,2
33360089677201,417600,F503035,720,02-06-2021,1
33360113045401,417600,F503035,540,02-07-2021,3
33360113045601,417600,F503035,560,02-07-2021,2
33360113046001,417600,F503035,600,02-07-2021,4
33360113046201,417600,F503035,620,02-07-2021,4
33360113046601,417600,F503035,660,02-07-2021,8
33360113046801,417600,F503035,680,02-07-2021,8
33360113047201,417600,F503035,720,02-07-2021,6
33360117935401,417600,F503035,540,16-08-2021,4
33360117935601,417600,F503035,560,16-08-2021,3
33360117936001,417600,F503035,600,16-08-2021,6
33360117936201,417600,F503035,620,16-08-2021,6
33360117936601,417600,F503035,660,16-08-2021,12
33360117936801,417600,F503035,680,16-08-2021,12
33360117937201,417600,F503035,720,16-08-2021,9
33360208506201,417600,F503035,620,02-06-2021,1
33360208506401,417600,F503035,640,02-06-2021,1
33360208506601,417600,F503035,660,02-06-2021,1
33360208506801,417600,F503035,680,02-06-2021,1
33360208507001,417600,F503035,700,02-06-2021,1
33360250926201,417600,F503035,620,16-08-2021,1
33360250926401,417600,F503035,640,16-08-2021,2
33360250926601,417600,F503035,660,16-08-2021,2
33360250926801,417600,F503035,680,16-08-2021,2
33360250927001,417600,F503035,700,16-08-2021,1
33360255396001,417600,F503035,600,16-09-2021,1
33360255396201,417600,F503035,620,16-09-2021,4
33360255396401,417600,F503035,640,16-09-2021,6
33360255396601,417600,F503035,660,16-09-2021,6
33360255396801,417600,F503035,680,16-09-2021,4
33360255397001,417600,F503035,700,16-09-2021,3
33360255397201,417600,F503035,720,16-09-2021,1
33360278285401,417600,F503035,540,16-07-2021,1
33360278285601,417600,F503035,560,16-07-2021,6
33360278285801,417600,F503035,580,16-07-2021,10
33360278286001,417600,F503035,600,16-07-2021,10
33360278286201,417600,F503035,620,16-07-2021,15
33360278286401,417600,F503035,640,16-07-2021,20
33360278286601,417600,F503035,660,16-07-2021,15
33360278286801,417600,F503035,680,16-07-2021,10
33360278287001,417600,F503035,700,16-07-2021,6
33360278287201,417600,F503035,720,16-07-2021,2
33360278345601,417600,F503035,560,16-08-2021,4
33360278345801,417600,F503035,580,16-08-2021,10
33360278346001,417600,F503035,600,16-08-2021,10
33360278346201,417600,F503035,620,16-08-2021,12
33360278346401,417600,F503035,640,16-08-2021,18
33360278346601,417600,F503035,660,16-08-2021,15
33360278346801,417600,F503035,680,16-08-2021,8
33360278347001,417600,F503035,700,16-08-2021,4
33360278347201,417600,F503035,720,16-08-2021,2
33360416405601,417600,F503035,560,02-06-2021,1
33360416405801,417600,F503035,580,02-06-2021,1
33360416406001,417600,F503035,600,02-06-2021,1
33360416406201,417600,F503035,620,02-06-2021,2
33360416406401,417600,F503035,640,02-06-2021,2
33360416406601,417600,F503035,660,02-06-2021,3
33360416406801,417600,F503035,680,02-06-2021,1
33360416407001,417600,F503035,700,02-06-2021,1
33360416435601,417600,F503035,560,16-07-2021,1
33360416435801,417600,F503035,580,16-07-2021,2
33360416436001,417600,F503035,600,16-07-2021,2
33360416436201,417600,F503035,620,16-07-2021,2
33360416436401,417600,F503035,640,16-07-2021,2
33360416436601,417600,F503035,660,16-07-2021,2
33360416436801,417600,F503035,680,16-07-2021,1
33360416437001,417600,F503035,700,16-07-2021,1
33360417095601,417600,F503035,560,16-07-2021,1
33360417095801,417600,F503035,580,16-07-2021,1
33360417096001,417600,F503035,600,16-07-2021,2
33360417096201,417600,F503035,620,16-07-2021,2
33360417096401,417600,F503035,640,16-07-2021,2
33360417096601,417600,F503035,660,16-07-2021,2
33360417096801,417600,F503035,680,16-07-2021,1
33360417097001,417600,F503035,700,16-07-2021,1
33360417097201,417600,F503035,720,16-07-2021,1
33360750485001,417600,G11T1T6,500,01-09-2021,1
33360750485201,417600,G11T1T6,520,01-09-2021,1
33360750485401,417600,G11T1T6,540,01-09-2021,1
33360750485601,417600,G11T1T6,560,01-09-2021,1
33360750485701,417600,G11T1T6,570,01-09-2021,1
33360856176001,417600,F503035,600,16-07-2021,5
33360856176201,417600,F503035,620,16-07-2021,10
33360856176401,417600,F503035,640,16-07-2021,15
33360856176601,417600,F503035,660,16-07-2021,15
33360856176801,417600,F503035,680,16-07-2021,10
33360856177001,417600,F503035,700,16-07-2021,10
33360856177201,417600,F503035,720,16-07-2021,5
33360856986001,417600,F503035,600,16-07-2021,1
33360856986201,417600,F503035,620,16-07-2021,2
33360856986401,417600,F503035,640,16-07-2021,3
33360856986601,417600,F503035,660,16-07-2021,3
33360856986801,417600,F503035,680,16-07-2021,1
33360856987001,417600,F503035,700,16-07-2021,1
33360878435601,417600,F503035,560,16-07-2021,1
33360878435801,417600,F503035,580,16-07-2021,2
33360878436001,417600,F503035,600,16-07-2021,2
33360878436201,417600,F503035,620,16-07-2021,1
33360878436401,417600,F503035,640,16-07-2021,2
33360878436601,417600,F503035,660,16-07-2021,1
33360878436801,417600,F503035,680,16-07-2021,1
33360878525601,417600,F503035,560,16-07-2021,1
33360878525801,417600,F503035,580,16-07-2021,2
33360878526001,417600,F503035,600,16-07-2021,2
33360878526201,417600,F503035,620,16-07-2021,1
33360878526401,417600,F503035,640,16-07-2021,2
33360878526601,417600,F503035,660,16-07-2021,1
33360878526801,417600,F503035,680,16-07-2021,1
33360884165601,417600,F503035,560,16-07-2021,1
33360884165801,417600,F503035,580,16-07-2021,2
33360884166001,417600,F503035,600,16-07-2021,2
33360884166201,417600,F503035,620,16-07-2021,1
33360884166401,417600,F503035,640,16-07-2021,2
33360884166601,417600,F503035,660,16-07-2021,1
33360884166801,417600,F503035,680,16-07-2021,1
33360896015801,417600,F503035,580,16-07-2021,1
33360896016001,417600,F503035,600,16-07-2021,1
33360896016201,417600,F503035,620,16-07-2021,1
33360896016401,417600,F503035,640,16-07-2021,2
33360896016601,417600,F503035,660,16-07-2021,2
33360896016801,417600,F503035,680,16-07-2021,1
33360896017001,417600,F503035,700,16-07-2021,1
33360896616001,417600,F503035,600,28-06-2021,1
33360896616201,417600,F503035,620,28-06-2021,2
33360896616401,417600,F503035,640,28-06-2021,2
33360896616601,417600,F503035,660,28-06-2021,2
33360896616801,417600,F503035,680,28-06-2021,1
33360896617001,417600,F503035,700,28-06-2021,1
33360896617201,417600,F503035,720,28-06-2021,1
33360922805801,417600,F503035,580,02-06-2021,1
33360922806001,417600,F503035,600,02-06-2021,1
33360922806201,417600,F503035,620,02-06-2021,1
33360922806401,417600,F503035,640,02-06-2021,1
33360922806601,417600,F503035,660,02-06-2021,1
33360922806801,417600,F503035,680,02-06-2021,1
33360922807001,417600,F503035,700,02-06-2021,1
33360922835801,417600,F503035,580,02-06-2021,1
33360922836001,417600,F503035,600,02-06-2021,1
33360922836201,417600,F503035,620,02-06-2021,1
33360922836401,417600,F503035,640,02-06-2021,1
33360922836601,417600,F503035,660,02-06-2021,1
33360922836801,417600,F503035,680,02-06-2021,1
33360922837001,417600,F503035,700,02-06-2021,1
33361009775401,417600,F503035,540,16-07-2021,1
33361009775601,417600,F503035,560,16-07-2021,9
33361009775801,417600,F503035,580,16-07-2021,14
33361009776001,417600,F503035,600,16-07-2021,17
33361009776201,417600,F503035,620,16-07-2021,32
33361009776401,417600,F503035,640,16-07-2021,51
33361009776601,417600,F503035,660,16-07-2021,51
33361009776801,417600,F503035,680,16-07-2021,40
33361009777001,417600,F503035,700,16-07-2021,21
33361009777201,417600,F503035,720,16-07-2021,15
33361101546001,417600,F503035,600,15-07-2021,22
33361101546201,417600,F503035,620,15-07-2021,29
33361101546401,417600,F503035,640,15-07-2021,32
33361101546601,417600,F503035,660,15-07-2021,32
33361101546801,417600,F503035,680,15-07-2021,28
33361101547001,417600,F503035,700,15-07-2021,16
33361101547201,417600,F503035,720,15-07-2021,10
33361104845401,417600,F503035,540,16-08-2021,1
33361104845601,417600,F503035,560,16-08-2021,1
33361104845801,417600,F503035,580,16-08-2021,1
33361104846001,417600,F503035,600,16-08-2021,1
33361104846201,417600,F503035,620,16-08-2021,2
33361104846401,417600,F503035,640,16-08-2021,2
33361104846601,417600,F503035,660,16-08-2021,2
33361104846801,417600,F503035,680,16-08-2021,2
33361104847001,417600,F503035,700,16-08-2021,1
33361104905401,417600,F503035,540,16-08-2021,1
33361104905601,417600,F503035,560,16-08-2021,1
33361104905801,417600,F503035,580,16-08-2021,1
33361104906001,417600,F503035,600,16-08-2021,1
33361104906201,417600,F503035,620,16-08-2021,1
33361104906401,417600,F503035,640,16-08-2021,1
33361104906601,417600,F503035,660,16-08-2021,1
33361104906801,417600,F503035,680,16-08-2021,1
33361104907001,417600,F503035,700,16-08-2021,1
33361104965401,417600,F503035,540,16-08-2021,1
33361104965601,417600,F503035,560,16-08-2021,1
33361104965801,417600,F503035,580,16-08-2021,1
33361104966001,417600,F503035,600,16-08-2021,1
33361104966201,417600,F503035,620,16-08-2021,1
33361104966401,417600,F503035,640,16-08-2021,2
33361104966601,417600,F503035,660,16-08-2021,2
33361104966801,417600,F503035,680,16-08-2021,1
33361104967001,417600,F503035,700,16-08-2021,1
33361135055401,417600,F503035,540,16-08-2021,22
33361135055601,417600,F503035,560,16-08-2021,33
33361135055801,417600,F503035,580,16-08-2021,33
33361135056001,417600,F503035,600,16-08-2021,22
33361135056201,417600,F503035,620,16-08-2021,33
33361135056401,417600,F503035,640,16-08-2021,33
33361135056601,417600,F503035,660,16-08-2021,33
33361135056801,417600,F503035,680,16-08-2021,22
33361148915601,417600,F503035,560,16-09-2021,1
33361148915801,417600,F503035,580,16-09-2021,1
33361148916001,417600,F503035,600,16-09-2021,1
33361148916201,417600,F503035,620,16-09-2021,1
33361148916401,417600,F503035,640,16-09-2021,1
33361148916601,417600,F503035,660,16-09-2021,1
33361148916801,417600,F503035,680,16-09-2021,1
33361153296001,417600,F503035,600,16-07-2021,2
33361153296201,417600,F503035,620,16-07-2021,2
33361153296401,417600,F503035,640,16-07-2021,2
33361153296601,417600,F503035,660,16-07-2021,2
33361153296801,417600,F503035,680,16-07-2021,2
33361153297001,417600,F503035,700,16-07-2021,2
33361157525601,417600,F503035,560,16-08-2021,1
33361157525801,417600,F503035,580,16-08-2021,1
33361157526001,417600,F503035,600,16-08-2021,1
33361157526201,417600,F503035,620,16-08-2021,1
33361157526401,417600,F503035,640,16-08-2021,1
33361157526601,417600,F503035,660,16-08-2021,1
33361157526801,417600,F503035,680,16-08-2021,1
33361157527001,417600,F503035,700,16-08-2021,1
33361158186001,417600,F503035,600,16-07-2021,1
33361158186201,417600,F503035,620,16-07-2021,2
33361158186401,417600,F503035,640,16-07-2021,1
33361158186801,417600,F503035,680,16-07-2021,5
33361158187001,417600,F503035,700,16-07-2021,1
33361158187201,417600,F503035,720,16-07-2021,2
33361293695601,417600,F503035,560,16-07-2021,2
33361293695801,417600,F503035,580,16-07-2021,2
33361293696001,417600,F503035,600,16-07-2021,2
33361293696201,417600,F503035,620,16-07-2021,2
33361293696401,417600,F503035,640,16-07-2021,2
33361293696601,417600,F503035,660,16-07-2021,2
33361293696801,417600,F503035,680,16-07-2021,2
33361579565401,417600,F503035,540,16-08-2021,1
33361579565601,417600,F503035,560,16-08-2021,1
33361579565801,417600,F503035,580,16-08-2021,2
33361579566001,417600,F503035,600,16-08-2021,1
33361579566201,417600,F503035,620,16-08-2021,1
33361579566401,417600,F503035,640,16-08-2021,2
33361579566601,417600,F503035,660,16-08-2021,1
33361579566801,417600,F503035,680,16-08-2021,1
33361579595401,417600,F503035,540,16-08-2021,1
33361579595601,417600,F503035,560,16-08-2021,1
33361579595801,417600,F503035,580,16-08-2021,2
33361579596001,417600,F503035,600,16-08-2021,1
33361579596201,417600,F503035,620,16-08-2021,1
33361579596401,417600,F503035,640,16-08-2021,2
33361579596601,417600,F503035,660,16-08-2021,1
33361579596801,417600,F503035,680,16-08-2021,1
33361759476001,417600,F503035,600,19-10-2021,1
33361759476201,417600,F503035,620,19-10-2021,2
33361759476401,417600,F503035,640,19-10-2021,2
33361759476601,417600,F503035,660,19-10-2021,3
33361759476801,417600,F503035,680,19-10-2021,2
33361759477001,417600,F503035,700,19-10-2021,1
33361759477201,417600,F503035,720,19-10-2021,1
33361759506001,417600,F503035,600,17-09-2021,1
33361759506201,417600,F503035,620,17-09-2021,2
33361759506401,417600,F503035,640,17-09-2021,3
33361759506601,417600,F503035,660,17-09-2021,3
33361759506801,417600,F503035,680,17-09-2021,2
33361759507001,417600,F503035,700,17-09-2021,1
33362035566001,417600,F503035,600,19-11-2021,1
33362035566201,417600,F503035,620,19-11-2021,2
33362035566401,417600,F503035,640,19-11-2021,2
33362035566601,417600,F503035,660,19-11-2021,3
33362035566801,417600,F503035,680,19-11-2021,2
33362035567001,417600,F503035,700,19-11-2021,1
33362035567201,417600,F503035,720,19-11-2021,1
33362187365401,417600,F503035,540,16-08-2021,2
33362187365601,417600,F503035,560,16-08-2021,3
33362187365801,417600,F503035,580,16-08-2021,3
33362187366001,417600,F503035,600,16-08-2021,3
33362187366201,417600,F503035,620,16-08-2021,5
33362187366401,417600,F503035,640,16-08-2021,6
33362187366601,417600,F503035,660,16-08-2021,2
33362187366801,417600,F503035,680,16-08-2021,1
33362187367001,417600,F503035,700,16-08-2021,1
33362209445801,417600,F503035,580,16-07-2021,3
33362209446001,417600,F503035,600,16-07-2021,4
33362209446201,417600,F503035,620,16-07-2021,6
33362209446401,417600,F503035,640,16-07-2021,6
33362209446601,417600,F503035,660,16-07-2021,6
33362209446801,417600,F503035,680,16-07-2021,3
33362209447001,417600,F503035,700,16-07-2021,3
33362296955601,417600,F503035,560,02-06-2021,1
33362296955801,417600,F503035,580,02-06-2021,1
33362296956001,417600,F503035,600,02-06-2021,1
33362296956201,417600,F503035,620,02-06-2021,2
33362296956401,417600,F503035,640,02-06-2021,2
33362296956601,417600,F503035,660,02-06-2021,2
33362296956801,417600,F503035,680,02-06-2021,1
33362296957001,417600,F503035,700,02-06-2021,1
33362296957201,417600,F503035,720,02-06-2021,1
33362329865601,417600,F503035,560,16-07-2021,1
33362329865801,417600,F503035,580,16-07-2021,1
33362329866001,417600,F503035,600,16-07-2021,1
33362329866201,417600,F503035,620,16-07-2021,2
33362329866401,417600,F503035,640,16-07-2021,2
33362329866601,417600,F503035,660,16-07-2021,2
33362329866801,417600,F503035,680,16-07-2021,1
33362329867001,417600,F503035,700,16-07-2021,1
33362581116201,417600,F503035,620,16-09-2021,1
33362581116401,417600,F503035,640,16-09-2021,1
33362581116601,417600,F503035,660,16-09-2021,1
33362581116801,417600,F503035,680,16-09-2021,1
33362581117001,417600,F503035,700,16-09-2021,1
33362581117201,417600,F503035,720,16-09-2021,1
33362638025801,417600,F503035,580,01-07-2021,2
33362638026001,417600,F503035,600,01-07-2021,2
33362638026201,417600,F503035,620,01-07-2021,4
33362638026401,417600,F503035,640,01-07-2021,8
33362638026601,417600,F503035,660,01-07-2021,8
33362638026801,417600,F503035,680,01-07-2021,8
33362638027001,417600,F503035,700,01-07-2021,4
33362638027201,417600,F503035,720,01-07-2021,2
33362638085801,417600,F503035,580,16-09-2021,2
33362638086001,417600,F503035,600,16-09-2021,2
33362638086201,417600,F503035,620,16-09-2021,4
33362638086401,417600,F503035,640,16-09-2021,8
33362638086601,417600,F503035,660,16-09-2021,8
33362638086801,417600,F503035,680,16-09-2021,8
33362638087001,417600,F503035,700,16-09-2021,4
33362638087201,417600,F503035,720,16-09-2021,2
33362638115401,417600,F503035,540,01-07-2021,3
33362638115601,417600,F503035,560,01-07-2021,6
33362638115801,417600,F503035,580,01-07-2021,6
33362638116001,417600,F503035,600,01-07-2021,3
33362638116201,417600,F503035,620,01-07-2021,3
33362638145401,417600,F503035,540,16-09-2021,3
33362638145601,417600,F503035,560,16-09-2021,6
33362638145801,417600,F503035,580,16-09-2021,6
33362638146001,417600,F503035,600,16-09-2021,3
33362638146201,417600,F503035,620,16-09-2021,3
33362638175401,417600,F503035,540,16-09-2021,3
33362638175601,417600,F503035,560,16-09-2021,6
33362638175801,417600,F503035,580,16-09-2021,6
33362638176001,417600,F503035,600,16-09-2021,3
33362638176201,417600,F503035,620,16-09-2021,3
33362675405401,417600,F503035,540,16-09-2021,1
33362675405601,417600,F503035,560,16-09-2021,2
33362675405801,417600,F503035,580,16-09-2021,3
33362675406001,417600,F503035,600,16-09-2021,3
33362675406201,417600,F503035,620,16-09-2021,5
33362675406401,417600,F503035,640,16-09-2021,4
33362675406601,417600,F503035,660,16-09-2021,4
33362675406801,417600,F503035,680,16-09-2021,2
33362675407001,417600,F503035,700,16-09-2021,2
33362675407201,417600,F503035,720,16-09-2021,1
33362755596001,417600,F503035,600,02-06-2021,1
33362755596201,417600,F503035,620,02-06-2021,11
33362755596401,417600,F503035,640,02-06-2021,15
33362755596601,417600,F503035,660,02-06-2021,15
33362755596801,417600,F503035,680,02-06-2021,13
33362755597001,417600,F503035,700,02-06-2021,9
33362755597201,417600,F503035,720,02-06-2021,5
33363008495401,417600,F503035,540,16-09-2021,2
33363008495601,417600,F503035,560,16-09-2021,3
33363008495801,417600,F503035,580,16-09-2021,5
33363008496001,417600,F503035,600,16-09-2021,6
33363008496201,417600,F503035,620,16-09-2021,6
33363008496401,417600,F503035,640,16-09-2021,5
33363008496601,417600,F503035,660,16-09-2021,5
33363008496801,417600,F503035,680,16-09-2021,2
33363008497001,417600,F503035,700,16-09-2021,2
33363269495401,417600,F503035,540,18-10-2021,10
33363269495601,417600,F503035,560,18-10-2021,20
33363269495801,417600,F503035,580,18-10-2021,20
33363269496001,417600,F503035,600,18-10-2021,30
33363269496201,417600,F503035,620,18-10-2021,40
33363269496401,417600,F503035,640,18-10-2021,50
33363269496601,417600,F503035,660,18-10-2021,30
33363269496801,417600,F503035,680,18-10-2021,20
33363269497001,417600,F503035,700,18-10-2021,10
33363467706001,417600,F503035,600,18-10-2021,1
33363467706201,417600,F503035,620,18-10-2021,2
33363467706401,417600,F503035,640,18-10-2021,2
33363467706601,417600,F503035,660,18-10-2021,1
33363467706801,417600,F503035,680,18-10-2021,1
33363744125601,417600,F503035,560,01-10-2021,2
33363744125801,417600,F503035,580,01-10-2021,5
33363744126001,417600,F503035,600,01-10-2021,6
33363744126201,417600,F503035,620,01-10-2021,10
33363744126401,417600,F503035,640,01-10-2021,11
33363744126601,417600,F503035,660,01-10-2021,11
33363744126801,417600,F503035,680,01-10-2021,7
33363744127001,417600,F503035,700,01-10-2021,5
33363744127201,417600,F503035,720,01-10-2021,2
33363913833401,417600,G85D5D1,340,28-06-2021,1
33363913834001,417600,G85D5D1,400,28-06-2021,1
33363913834301,417600,G85D5D1,430,28-06-2021,1
33363913834601,417600,G85D5D1,460,28-06-2021,1
33363971345401,417600,F503035,540,16-09-2021,10
33363971345601,417600,F503035,560,16-09-2021,16
33363971345801,417600,F503035,580,16-09-2021,21
33363971346001,417600,F503035,600,16-09-2021,21
33363971346201,417600,F503035,620,16-09-2021,27
33363971346401,417600,F503035,640,16-09-2021,27
33363971346601,417600,F503035,660,16-09-2021,27
33363971346801,417600,F503035,680,16-09-2021,12
33363971347001,417600,F503035,700,16-09-2021,7
33363971347201,417600,F503035,720,16-09-2021,1
33364311335801,417600,F503035,580,30-08-2021,1
33364311336001,417600,F503035,600,30-08-2021,1
33364311336201,417600,F503035,620,30-08-2021,2
33364311336401,417600,F503035,640,30-08-2021,2
33364311336601,417600,F503035,660,30-08-2021,2
33364311336801,417600,F503035,680,30-08-2021,1
33364311337001,417600,F503035,700,30-08-2021,1
33364311337201,417600,F503035,720,30-08-2021,1
33365562005401,417600,F503035,540,28-06-2021,1
33365562005601,417600,F503035,560,28-06-2021,1
33365562005801,417600,F503035,580,28-06-2021,2
33365562006001,417600,F503035,600,28-06-2021,2
33365562006201,417600,F503035,620,28-06-2021,2
33365562006401,417600,F503035,640,28-06-2021,2
33365562006601,417600,F503035,660,28-06-2021,1
33365562006801,417600,F503035,680,28-06-2021,1
33365562007001,417600,F503035,700,28-06-2021,1
33365562007201,417600,F503035,720,28-06-2021,1
33366530256201,417600,F503035,620,14-06-2021,4
33366530256401,417600,F503035,640,14-06-2021,4
33366530256601,417600,F503035,660,14-06-2021,4
33366530256801,417600,F503035,680,14-06-2021,4
33366530257001,417600,F503035,700,14-06-2021,4
33366599616001,417600,F503035,600,18-10-2021,1
33366599616201,417600,F503035,620,18-10-2021,3
33366599616202,417600,F503035,620,16-11-2021,1
33366599616401,417600,F503035,640,18-10-2021,3
33366599616402,417600,F503035,640,16-11-2021,3
33366599616601,417600,F503035,660,18-10-2021,3
33366599616602,417600,F503035,660,16-11-2021,3
33366599616801,417600,F503035,680,18-10-2021,2
33366599616802,417600,F503035,680,16-11-2021,1
3336665961330,417600,G85D5D1,330,26-07-2021,1
3336665961400,417600,G85D5D1,400,26-07-2021,2
3336665961430,417600,G85D5D1,430,26-07-2021,2
3336665961460,417600,G85D5D1,460,26-07-2021,1
3336665961500,417600,G85D5D1,500,26-07-2021,1
3336684603540,417600,F503035,540,01-10-2021,1
3336684603560,417600,F503035,560,01-10-2021,1
3336684603580,417600,F503035,580,01-10-2021,2
3336684603600,417600,F503035,600,01-10-2021,3
3336684603620,417600,F503035,620,01-10-2021,3
3336684603640,417600,F503035,640,01-10-2021,3
3336684603660,417600,F503035,660,01-10-2021,3
3336684603680,417600,F503035,680,01-10-2021,2
3336684603700,417600,F503035,700,01-10-2021,1
